celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_judge_score,week2_avg_judge_score,week3_avg_judge_score,week4_avg_judge_score,week5_avg_judge_score,week6_avg_judge_score,week7_avg_judge_score,week8_avg_judge_score,week9_avg_judge_score,week10_avg_judge_score,week11_avg_judge_score,week1_all_judge_score,week2_all_judge_score,week3_all_judge_score,week4_all_judge_score,week5_all_judge_score,week6_all_judge_score,week7_all_judge_score,week8_all_judge_score,week9_all_judge_score,week10_all_judge_score,week11_all_judge_score,week1_rank_judge_score,week2_rank_judge_score,week3_rank_judge_score,week4_rank_judge_score,week5_rank_judge_score,week6_rank_judge_score,week7_rank_judge_score,week8_rank_judge_score,week9_rank_judge_score,week10_rank_judge_score,week11_rank_judge_score,week1_percent_judge_score,week2_percent_judge_score,week3_percent_judge_score,week4_percent_judge_score,week5_percent_judge_score,week6_percent_judge_score,week7_percent_judge_score,week8_percent_judge_score,week9_percent_judge_score,week10_percent_judge_score,week11_percent_judge_score
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5,5,5,NA,6.5,6,6,NA,5,5,5,5,6,6,6,NA,7,7,6,6,6,6,6,6,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,5,6.166666666666667,5,6,6.5,6,NA,NA,NA,NA,NA,15,18.5,20,18,26,24,NA,NA,NA,NA,NA,9,9,10,9,9,9,NA,NA,NA,NA,NA,0.06,0.06839186691312385,0.06557377049180328,0.07627118644067797,0.08637873754152824,0.07667731629392971,NA,NA,NA,NA,NA
Mischa Barton,Artem Chigvintsev,Actor/Actress,NA,England,30,22,Eliminated Week 3,11,5,5,6,NA,5,5,5,NA,6,6,6,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.333333333333333,5,6,NA,NA,NA,NA,NA,NA,NA,NA,16,15,18,NA,NA,NA,NA,NA,NA,NA,NA,10,11,11,NA,NA,NA,NA,NA,NA,NA,NA,0.06751054852320675,0.0635593220338983,0.0759493670886076,NA,NA,NA,NA,NA,NA,NA,NA
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7,6,7,NA,7,6,6,NA,8,7,7,NA,8,8,8,8,8,6,6,8,8,8,8,NA,8.5,8.5,9,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,6.333333333333333,7.333333333333333,8,7,8,8.666666666666666,NA,NA,NA,NA,20,19,22,32,28,24,26,NA,NA,NA,NA,8,9,5,6,7,6,5,NA,NA,NA,NA,0.08438818565400844,0.08050847457627118,0.09282700421940929,0.10031347962382445,0.10144927536231885,0.10572687224669604,0.12149532710280374,NA,NA,NA,NA
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,6,7,NA,7,7,7,NA,8,7,8,NA,7,6,7,7,9,8,9,9,9,8,8,NA,8,8.5,9,NA,10,10,10,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,7,7.666666666666667,6.75,8.75,8.333333333333334,8.5,10,NA,NA,NA,20,21,23,27,35,25,25.5,30,NA,NA,NA,8,3,3,9,2,4,8,1,NA,NA,NA,0.08438818565400844,0.08898305084745763,0.0970464135021097,0.08463949843260188,0.12681159420289856,0.11013215859030837,0.1191588785046729,0.17751479289940827,NA,NA,NA
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,5,5,NA,7,6,7,NA,7,6,7,NA,6,6,6,6,7,7,7,7,7,7,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5,6.666666666666667,6.666666666666667,6,7,7,NA,NA,NA,NA,NA,15,20,20,24,28,21,NA,NA,NA,NA,NA,11,5,8,10,7,9,NA,NA,NA,NA,NA,0.06329113924050633,0.0847457627118644,0.08438818565400844,0.07523510971786834,0.10144927536231885,0.09251101321585903,NA,NA,NA,NA,NA
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8,6,7,NA,7,6,7,NA,7,6,7,NA,8,8,8,8,8,7,7,7,8,8,8,NA,8.5,8.5,9,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7,6.666666666666667,6.666666666666667,8,7.25,8,8.666666666666666,NA,NA,NA,NA,21,20,20,32,29,24,26,NA,NA,NA,NA,4,5,8,6,6,6,5,NA,NA,NA,NA,0.08860759493670886,0.0847457627118644,0.08438818565400844,0.10031347962382445,0.10507246376811594,0.10572687224669604,0.12149532710280374,NA,NA,NA,NA
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,6,7,NA,6,6,7,NA,7,6,7,NA,9,8,9,9,7,6,6,7,9,9,9,NA,8.5,8.5,9,NA,9,9,9,NA,9,9,9.5,NA,0,0,0,NA,NA,NA,NA,NA,7,6.333333333333333,6.666666666666667,8.75,6.5,9,8.666666666666666,9,9.166666666666666,NA,NA,21,19,20,35,26,27,26,27,27.5,NA,NA,4,9,8,3,9,3,5,5,5,NA,NA,0.08860759493670886,0.08050847457627118,0.08438818565400844,0.109717868338558,0.09420289855072464,0.11894273127753303,0.12149532710280374,0.15976331360946747,0.1916376306620209,NA,NA
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,7,7,NA,8,8,8,NA,8,7,8,NA,9,9,9,9,8,8,7,8,9,10,9,NA,9,9,9.5,NA,10,9,9,NA,10,9.5,10,NA,10,9.6666,10,NA,NA,NA,NA,NA,7,8,7.666666666666667,9,7.75,9.333333333333334,9.166666666666666,9.333333333333334,9.833333333333334,9.888866666666667,NA,21,24,23,36,31,28,27.5,28,29.5,29.666600000000003,NA,4,1,3,1,4,2,2,4,2,1,NA,0.08860759493670886,0.1016949152542373,0.0970464135021097,0.11285266457680251,0.11231884057971014,0.12334801762114538,0.12850467289719625,0.16568047337278108,0.20557491289198607,0.340996970101012,NA
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5,4,4,NA,5,4,4,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,4.333333333333333,4.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05485232067510549,0.05508474576271186,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,7,8,NA,7,6,7,NA,8,8,9,NA,8,8,9,9,9,10,9,9,8,8,9,NA,9.5,9,9.5,NA,10,9,10,NA,9.5,9.5,9.5,NA,9.6666,9.6666,9.6666,NA,NA,NA,NA,NA,7.666666666666667,6.666666666666667,8.333333333333334,8.5,9.25,8.333333333333334,9.333333333333334,9.666666666666666,9.5,9.6666,NA,23,20,25,34,37,25,28,29,28.5,28.9998,NA,1,5,1,5,1,4,1,3,3,2,NA,0.0970464135021097,0.0847457627118644,0.10548523206751055,0.10658307210031348,0.13405797101449277,0.11013215859030837,0.1308411214953271,0.17159763313609466,0.1986062717770035,0.3333325670462853,NA
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,7,8,NA,7,7,7,NA,7,7,7,NA,9,9,9,9,8,8,8,8,8,8,8,NA,9,9,9.5,NA,10,10,10,NA,9,9.5,9.5,NA,9.3333,9.6666,9.3333,NA,NA,NA,NA,NA,7.666666666666667,7,7,9,8,8,9.166666666666666,10,9.333333333333334,9.4444,NA,23,21,21,36,32,24,27.5,30,28,28.333199999999998,NA,1,3,6,1,3,6,2,1,4,3,NA,0.0970464135021097,0.08898305084745763,0.08860759493670886,0.11285266457680251,0.11594202898550725,0.10572687224669604,0.12850467289719625,0.17751479289940827,0.1951219512195122,0.32567046285270274,NA
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,7,8,NA,8,8,8,NA,8,8,8,NA,8,9,9,9,8,7,7,8,10,9,10,NA,9,9,9.5,NA,8,8,9,NA,10,10,10,NA,0,0,0,NA,NA,NA,NA,NA,7.666666666666667,8,8,8.75,7.5,9.666666666666666,9.166666666666666,8.333333333333334,10,NA,NA,23,24,24,35,30,29,27.5,25,30,NA,NA,1,1,2,3,5,1,2,6,1,NA,NA,0.0970464135021097,0.1016949152542373,0.10126582278481013,0.109717868338558,0.10869565217391304,0.1277533039647577,0.12850467289719625,0.14792899408284024,0.20905923344947736,NA,NA
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7,7,7,NA,7,6,7,NA,7,7,7,NA,7,7,7,7,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7,6.666666666666667,7,7,NA,NA,NA,NA,NA,NA,NA,21,20,21,28,NA,NA,NA,NA,NA,NA,NA,4,5,6,8,NA,NA,NA,NA,NA,NA,NA,0.08860759493670886,0.0847457627118644,0.08860759493670886,0.0877742946708464,NA,NA,NA,NA,NA,NA,NA
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5,6,5,6,6,6,6,6,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06666666666666667,0.06818181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6,5,5,6,7,6,6,7,7,7,7,7,8,8,8,NA,8,8,8,NA,8,7,8,8,8.5,8,8,8.5,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,5.5,6.5,7,8,8,7.75,8.25,NA,NA,NA,NA,22,26,28,24,24,31,33,NA,NA,NA,NA,11,8,5,4,6,6,6,NA,NA,NA,NA,0.06666666666666667,0.07386363636363637,0.08615384615384615,0.09195402298850575,0.10434782608695652,0.10163934426229508,0.11978221415607986,NA,NA,NA,NA
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,NA,9,9,9,NA,8,9,9,8,7.5,8,8.5,8,7,8,8,NA,9,9,9,9,0,0,0,NA,0,0,0,0,6.75,6.75,7,7,9,8.5,8,7.666666666666667,9,NA,NA,27,27,28,21,27,34,32,23,36,NA,NA,3,7,5,10,2,5,8,7,5,NA,NA,0.08181818181818182,0.07670454545454546,0.08615384615384615,0.08045977011494253,0.11739130434782609,0.11147540983606558,0.1161524500907441,0.11442797455519857,0.15859030837004406,NA,NA
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6,6,6,6,6,6,6,6,6,7,6,6,7,7,8,NA,8,8,8,NA,7,8,8,7,8.5,8,8,8.5,8,9,9,NA,0,0,0,0,0,0,0,NA,0,0,0,0,6,6,6.25,7.333333333333333,8,7.5,8.25,8.666666666666666,NA,NA,NA,24,24,25,22,24,30,33,26,NA,NA,NA,9,10,8,9,6,7,6,5,NA,NA,NA,0.07272727272727272,0.06818181818181818,0.07692307692307693,0.0842911877394636,0.10434782608695652,0.09836065573770492,0.11978221415607986,0.12935336254065924,NA,NA,NA
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7,6,6,7,7,7,7,7,8,8,8,8,8,7,8,NA,8,8,8,NA,9,10,9,9,9.5,9,9,9.5,10,10,10,NA,9,9,10,9,9,9.5,9.5,NA,9.3333,9.6666,9.6666,9.6666,6.5,7,8,7.666666666666667,8,9.25,9.25,10,9.25,9.333333333333334,9.583275,26,28,32,23,24,37,37,30,37,28,38.3331,5,6,1,6,6,3,1,3,4,5,3,0.07878787878787878,0.07954545454545454,0.09846153846153846,0.08812260536398467,0.10434782608695652,0.12131147540983607,0.13430127041742287,0.14925387985460684,0.16299559471365638,0.19112627986348124,0.25191616266698036
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8,8,7,8,8,8,8,8,7,8,8,8,10,10,10,NA,8,9,8,NA,9,9,9,10,8,8.5,9,9,11,11,11,NA,10,10,10,10,10,10,10,NA,9.6666,10,9.6666,10,7.75,8,7.75,10,8.333333333333334,9.25,8.625,11,10,10,9.833300000000001,31,32,31,30,25,37,34.5,33,40,30,39.333200000000005,1,1,2,1,5,3,3,2,1,1,1,0.09393939393939393,0.09090909090909091,0.09538461538461539,0.11494252873563218,0.10869565217391304,0.12131147540983607,0.12522686025408347,0.1641792678400675,0.1762114537444934,0.20477815699658702,0.2584885858282496
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,6,6,6,6,6,6,6,7,6,6,6,8,8,8,NA,8,8,8,NA,7,7,7,7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,6,6,6.25,8,8,7,NA,NA,NA,NA,NA,24,24,25,24,24,28,NA,NA,NA,NA,NA,9,10,8,4,6,9,NA,NA,NA,NA,NA,0.07272727272727272,0.06818181818181818,0.07692307692307693,0.09195402298850575,0.10434782608695652,0.09180327868852459,NA,NA,NA,NA,NA
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5,5,5,5,6,5,6,5,6,5,6,6,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,5,5.5,5.75,NA,NA,NA,NA,NA,NA,NA,NA,20,22,23,NA,NA,NA,NA,NA,NA,NA,NA,13,13,11,NA,NA,NA,NA,NA,NA,NA,NA,0.06060606060606061,0.0625,0.07076923076923076,NA,NA,NA,NA,NA,NA,NA,NA
James Hinchcliffe,Sharna Burgess,Racing Driver,NA,Canada,29,23,2nd Place,2,8,8,7,8,7,7,7,8,7,7,8,7,9,9,10,NA,10,9,10,NA,10,9,9,10,9.5,9,9,9.5,11.6666,11.6666,11.6666,NA,9,9,9,9,9.5,10,10,NA,9.6666,9.6666,9.6666,10,7.75,7.25,7.25,9.333333333333334,9.666666666666666,9.5,9.25,11.6666,9,9.833333333333334,9.74995,31,29,29,28,29,38,37,34.9998,36,29.5,38.9998,1,4,4,2,1,2,1,1,5,3,2,0.09393939393939393,0.08238636363636363,0.08923076923076922,0.10727969348659004,0.12608695652173912,0.12459016393442623,0.13430127041742287,0.1741285314711756,0.15859030837004406,0.20136518771331058,0.25629755904896034
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7,6,6,7,8,7,7,8,7,6,6,6,6,6,6,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,6.5,7.5,6.25,6,NA,NA,NA,NA,NA,NA,NA,26,30,25,18,NA,NA,NA,NA,NA,NA,NA,5,3,8,11,NA,NA,NA,NA,NA,NA,NA,0.07878787878787878,0.08522727272727272,0.07692307692307693,0.06896551724137931,NA,NA,NA,NA,NA,NA,NA
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7,5,6,7,6,7,6,7,6,6,5,6,8,7,8,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,6.25,6.5,5.75,7.666666666666667,NA,NA,NA,NA,NA,NA,NA,25,26,23,23,NA,NA,NA,NA,NA,NA,NA,7,8,11,6,NA,NA,NA,NA,NA,NA,NA,0.07575757575757576,0.07386363636363637,0.07076923076923076,0.08812260536398467,NA,NA,NA,NA,NA,NA,NA
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7,6,6,8,7,8,7,7,6,7,6,7,8,7,8,NA,9,8,9,NA,10,10,10,10,8,8.5,9,9,10,10,10,NA,10,10,10,10,9.5,9.5,10,NA,8.5,9,9,9,6.75,7.25,6.5,7.666666666666667,8.666666666666666,10,8.625,10,10,9.666666666666666,8.875,27,29,26,23,26,40,34.5,30,40,29,35.5,3,4,7,6,4,1,3,3,1,4,4,0.08181818181818182,0.08238636363636363,0.08,0.08812260536398467,0.11304347826086956,0.13114754098360656,0.12522686025408347,0.14925387985460684,0.1762114537444934,0.19795221843003413,0.2332976924558098
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7,6,6,6,8,7,8,8,8,7,8,7,9,8,8,NA,9,9,9,NA,7,8,8,7,8.5,8.5,9,8.5,8,8,8,NA,10,10,9,9,10,10,10,NA,0,0,0,0,6.25,7.75,7.5,8.333333333333334,9,7.5,8.625,8,9.5,10,NA,25,31,30,25,27,30,34.5,24,38,30,NA,7,2,3,3,2,7,3,6,3,1,NA,0.07575757575757576,0.08806818181818182,0.09230769230769231,0.09578544061302682,0.11739130434782609,0.09836065573770492,0.12522686025408347,0.11940310388368545,0.16740088105726872,0.20477815699658702,NA
Charo,Keo Motsepe,Actor/Actress,NA,Spain,66,24,Eliminated Week 3,11,6,5,5,5,6,6,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5.25,6.25,6,NA,NA,NA,NA,NA,NA,NA,NA,21,25,24,NA,NA,NA,NA,NA,NA,NA,NA,10,9,9,NA,NA,NA,NA,NA,NA,NA,NA,0.0695364238410596,0.07621951219512195,0.0761904761904762,NA,NA,NA,NA,NA,NA,NA,NA
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5,5,5,5,6,5,6,5,6,6,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5.5,6,7,NA,NA,NA,NA,NA,NA,NA,20,22,24,28,NA,NA,NA,NA,NA,NA,NA,11,11,9,10,NA,NA,NA,NA,NA,NA,NA,0.06622516556291391,0.06707317073170732,0.0761904761904762,0.08588957055214724,NA,NA,NA,NA,NA,NA,NA
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7,7,7,7,8,6,8,8,9,8,8,8,8,9,9,9,8,8,9,9,9,9.5,9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,7.5,8.25,8.75,8.5,9.25,NA,NA,NA,NA,NA,28,30,33,35,34,37,NA,NA,NA,NA,NA,3,3,2,3,4,1,NA,NA,NA,NA,NA,0.09271523178807947,0.09146341463414634,0.10476190476190476,0.10736196319018405,0.1118421052631579,0.137546468401487,NA,NA,NA,NA,NA
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7,7,7,7,7,7,7,7,8,9,8,8,8,9,8,8,9,9,9,9,8.5,8.5,8,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,7,8.25,8.25,9,8.375,9,NA,NA,NA,NA,28,28,33,33,36,33.5,36,NA,NA,NA,NA,3,5,2,4,3,5,4,NA,NA,NA,NA,0.09271523178807947,0.08536585365853659,0.10476190476190476,0.10122699386503067,0.11842105263157894,0.12453531598513011,0.1422924901185771,NA,NA,NA,NA
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,5,5,6,8,5,8,7,6,6,6,6,8,8,8,8,7,8,8,7,8,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7,7.5,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5.5,7,6,8,7.5,7.875,7.75,7.25,NA,NA,NA,22,28,24,32,30,31.5,31,29,NA,NA,NA,9,5,9,5,8,6,7,5,NA,NA,NA,0.0728476821192053,0.08536585365853659,0.0761904761904762,0.09815950920245399,0.09868421052631579,0.1171003717472119,0.1225296442687747,0.166189111747851,NA,NA,NA
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,8,8,8,7,7,7,8,7,8,9,8,9,9,9,9,9,9,10,10,8.5,8.5,8.5,9,10.5,9.5,9.5,9.5,9,9,9,9,10,10,10,10,0,0,0,0,NA,NA,NA,NA,8,7.25,8,9,9.5,8.625,9.75,9,10,NA,NA,32,29,32,36,38,34.5,39,36,40,NA,NA,1,4,4,2,2,4,2,3,1,NA,NA,0.10596026490066225,0.08841463414634146,0.10158730158730159,0.11042944785276074,0.125,0.12825278810408922,0.1541501976284585,0.20630372492836677,0.264026402640264,NA,NA
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,7,7,7,7,6,7,7,8,7,8,8,7,8,8,8,7,7,8,7,7.5,8.5,7.5,7.5,8,8,8,8,8,8,8.5,8,9,8.5,9,8.5,9,9,9.3333,9,NA,NA,NA,NA,7,6.75,7.75,7.75,7.25,7.75,8,8.125,8.75,9.083325,NA,28,27,31,31,29,31,32,32.5,35,36.3333,NA,3,8,5,7,9,7,6,4,4,3,NA,0.09271523178807947,0.08231707317073171,0.09841269841269841,0.0950920245398773,0.09539473684210527,0.11524163568773234,0.12648221343873517,0.18624641833810887,0.23102310231023102,0.3150292500591764,NA
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,7,8,8,8,8,8,8,7,7,7,7,10,9,10,10,7,8,9,8,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9,9.5,9.5,9.5,9,10,10,10,9.6666,10,10,NA,NA,NA,NA,7.75,8,7,9.75,8,8.75,9.75,9.375,9.625,9.91665,NA,31,32,28,39,32,35,39,37.5,38.5,39.6666,NA,2,1,6,1,6,3,2,2,2,1,NA,0.10264900662251655,0.0975609756097561,0.08888888888888889,0.1196319018404908,0.10526315789473684,0.13011152416356878,0.1541501976284585,0.2148997134670487,0.25412541254125415,0.3439307536171316,NA
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,4,4,4,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4.25,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056291390728476824,0.06707317073170732,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,6,6,6,7,7,7,7,6,7,7,6,8,7,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,6.5,7.5,8,NA,NA,NA,NA,NA,NA,24,28,26,30,32,NA,NA,NA,NA,NA,NA,7,5,7,8,6,NA,NA,NA,NA,NA,NA,0.07947019867549669,0.08536585365853659,0.08253968253968254,0.09202453987730061,0.10526315789473684,NA,NA,NA,NA,NA,NA
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,6,7,7,8,8,8,8,8,8,9,9,8,7,8,9,10,9,10,10,9,9.5,8,9.5,10.5,10.5,10.5,10.5,10,9.5,10,10,9.5,9.5,9.5,9.5,10,9.6666,9.6666,10,NA,NA,NA,NA,6.75,8,8.5,8,9.75,9,10.5,9.875,9.5,9.833300000000001,NA,27,32,34,32,39,36,42,39.5,38,39.333200000000005,NA,6,1,1,5,1,2,1,1,3,2,NA,0.08940397350993377,0.0975609756097561,0.10793650793650794,0.09815950920245399,0.12828947368421054,0.13382899628252787,0.16600790513833993,0.22636103151862463,0.2508250825082508,0.34103999632369203,NA
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,6,6,6,7,5,7,6,7,6,7,6,8,7,8,7,9,8,9,8,7.5,8,7.5,7.5,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,6.25,6.5,7.5,8.5,7.625,8.5,NA,NA,NA,NA,24,25,26,30,34,30.5,34,NA,NA,NA,NA,7,9,7,8,4,8,5,NA,NA,NA,NA,0.07947019867549669,0.07621951219512195,0.08253968253968254,0.09202453987730061,0.1118421052631579,0.11338289962825279,0.13438735177865613,NA,NA,NA,NA
Sasha Pieterse,Gleb Savchenko,Actor/Actress,NA,South Africa,21,25,Eliminated Week 5,10,6,6,6,NA,8,7.5,7,NA,7,6,6,NA,8,8,8,NA,8,8,8,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,6,7.5,6.333333333333333,8,8,NA,NA,NA,NA,NA,NA,18,22.5,19,24,24,NA,NA,NA,NA,NA,NA,7,4,11,4,8,NA,NA,NA,NA,NA,NA,0.07531380753138076,0.08226691042047532,0.0778688524590164,0.08856088560885608,0.09195402298850575,NA,NA,NA,NA,NA,NA
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7,6,6,NA,8,7.5,8.5,NA,7,7,7,NA,8,8,8,NA,10,9,10,NA,7,8,8,8,10,10,10,NA,9,8.5,9,NA,8.5,8,9,NA,9.7777,9.3333,9.7777,10,NA,NA,NA,NA,6.333333333333333,8,7,8,9.666666666666666,7.75,10,8.833333333333334,8.5,9.722175,NA,19,24,21,24,29,31,30,26.5,25.5,38.8887,NA,5,1,6,4,2,6,1,3,4,3,NA,0.0794979079497908,0.08775137111517367,0.0860655737704918,0.08856088560885608,0.1111111111111111,0.10130718954248366,0.13953488372093023,0.16932907348242812,0.18888888888888888,0.24866694332774683,NA
